Lenguage,Text,texto_tokenizado
nl,De wetenschappelijke naam van de soort is voor het eerst geldig gepubliceerd in door Walsingham,"['de', 'wetenschappelijke', 'naam', 'van', 'de', 'soort', 'is', 'voor', 'het', 'eerst', 'geldig', 'gepubliceerd', 'in', 'door', 'walsingham']"
nl,De stad ligt in het westen van het land vlak bij de rivier de Iskar,"['de', 'stad', 'ligt', 'in', 'het', 'westen', 'van', 'het', 'land', 'vlak', 'bij', 'de', 'rivier', 'de', 'iskar']"
nl,De wetenschappelijke naam van de soort is voor het eerst geldig gepubliceerd in door Kingma,"['de', 'wetenschappelijke', 'naam', 'van', 'de', 'soort', 'is', 'voor', 'het', 'eerst', 'geldig', 'gepubliceerd', 'in', 'door', 'kingma']"
nl,Vaak maar niet noodzakelijk is er nog Ã©Ã©n ander nietkoolstofatoom in de ring aanwezig doorgaans,"['vaak', 'maar', 'niet', 'noodzakelijk', 'is', 'er', 'nog', 'a(c)a(c)n', 'ander', 'nietkoolstofatoom', 'in', 'de', 'ring', 'aanwezig', 'doorgaans']"
nl,Het nummeren van de koolstofatomen in de ring start steeds bij het atoom dat geen,"['het', 'nummeren', 'van', 'de', 'koolstofatomen', 'in', 'de', 'ring', 'start', 'steed', 'bij', 'het', 'atoom', 'dat', 'geen']"
nl,De wetenschappelijke naam van de soort werd voor het eerst geldig gepubliceerd in door McCarty,"['de', 'wetenschappelijke', 'naam', 'van', 'de', 'soort', 'werd', 'voor', 'het', 'eerst', 'geldig', 'gepubliceerd', 'in', 'door', 'mccarty']"
nl,Libelloides longicornis is een insect uit de familie van de vlinderhaften Ascalaphidae die tot de,"['libelloides', 'longicornis', 'is', 'een', 'insect', 'uit', 'de', 'familie', 'van', 'de', 'vlinderhaften', 'ascalaphidae', 'die', 'tot', 'de']"
nl,De wetenschappelijke naam van dit geslacht is voor het eerst geldig gepubliceerd in door Girault,"['de', 'wetenschappelijke', 'naam', 'van', 'dit', 'geslacht', 'is', 'voor', 'het', 'eerst', 'geldig', 'gepubliceerd', 'in', 'door', 'girault']"
nl,Songs in A Minor is het debuutalbum van Amerikaanse soul en rbzangeres Alicia Keys dat,"['song', 'in', 'minor', 'is', 'het', 'debuutalbum', 'van', 'amerikaanse', 'soul', 'en', 'rbzangeres', 'alicia', 'key', 'dat']"
nl,In tegenstelling tot de titel van het album vertaald Liedjes in amineur staat er maar,"['in', 'tegenstelling', 'tot', 'de', 'titel', 'van', 'het', 'album', 'vertaald', 'liedjes', 'in', 'amineur', 'staat', 'er', 'maar']"
nl,Keys kreeg goede kritieken op haar album het debuteerde op nummer in de Billboard met,"['key', 'kreeg', 'goede', 'kritieken', 'op', 'haar', 'album', 'het', 'debuteerde', 'op', 'nummer', 'in', 'de', 'billboard', 'met']"
nl,Nu zijn er al meer dan zes miljoen exemplaren van over de toonbank gegaan in,"['nu', 'zijn', 'er', 'al', 'meer', 'dan', 'miljoen', 'exemplaren', 'van', 'over', 'de', 'toonbank', 'gegaan', 'in']"
nl,De Internationale luchthaven Harare Engels Harare International Airport officieel Robert Gabriel Mugabe International Airport is,"['de', 'internationale', 'luchthaven', 'harare', 'engels', 'harare', 'international', 'airport', 'officieel', 'robert', 'gabriel', 'mugabe', 'international', 'airport', 'is']"
nl,Er is slechts Ã©Ã©n startbaan maar die is wel weer meter lang en daarmee een,"['er', 'is', 'slechts', 'a(c)a(c)n', 'startbaan', 'maar', 'die', 'is', 'wel', 'weer', 'meter', 'lang', 'en', 'daarmee', 'een']"
nl,Het directoraatgeneraal is verantwoordelijk voor de vaststelling en implementatie van het concurrentiebeleid van de Europese,"['het', 'directoraatgeneraal', 'is', 'verantwoordelijk', 'voor', 'de', 'vaststelling', 'en', 'implementatie', 'van', 'het', 'concurrentiebeleid', 'van', 'de', 'europese']"
nl,Het DG Concurrentie heeft een dubbele rol in antitrustwetgeving een onderzoekende en een besluitvormende rol,"['het', 'dg', 'concurrentie', 'heeft', 'een', 'dubbele', 'rol', 'in', 'antitrustwetgeving', 'een', 'onderzoekende', 'en', 'een', 'besluitvormende', 'rol']"
nl,Als een reactie op de kritiek besloot het directoraatgeneraal een aantal interne hervormingen door te,"['al', 'een', 'reactie', 'op', 'de', 'kritiek', 'besloot', 'het', 'directoraatgeneraal', 'een', 'aantal', 'interne', 'hervormingen', 'door', 'te']"
nl,De hoofdopdracht is het vrijwaren van de eerlijke mededinging op de Europese markten in samenwerking,"['de', 'hoofdopdracht', 'is', 'het', 'vrijwaren', 'van', 'de', 'eerlijke', 'mededinging', 'op', 'de', 'europese', 'markten', 'in', 'samenwerking']"
nl,De wettelijke basis voor het concurrentiebeleid van de Europese Commissie vormen de artikels van het,"['de', 'wettelijke', 'basis', 'voor', 'het', 'concurrentiebeleid', 'van', 'de', 'europese', 'commissie', 'vormen', 'de', 'artikels', 'van', 'het']"
nl,Het directoraatgeneraal floreerde onder het voorzitterschap van Eurocommissaris Neelie Kroes en haar beleid is voortgezet,"['het', 'directoraatgeneraal', 'floreerde', 'onder', 'het', 'voorzitterschap', 'van', 'eurocommissaris', 'neelie', 'kroes', 'en', 'haar', 'beleid', 'is', 'voortgezet']"
nl,De wetenschappelijke naam van de soort is voor het eerst geldig gepubliceerd in door Ebmer,"['de', 'wetenschappelijke', 'naam', 'van', 'de', 'soort', 'is', 'voor', 'het', 'eerst', 'geldig', 'gepubliceerd', 'in', 'door', 'ebmer']"
en,Dungeonland EX is an adventure module for the Dungeons Dragons DD roleplaying game written by,"['dungeonland', 'ex', 'is', 'an', 'adventure', 'module', 'for', 'the', 'dungeon', 'dragon', 'dd', 'roleplaying', 'game', 'written', 'by']"
en,It is an adaptation of Lewis Carrolls Alices Adventures in Wonderland with the various characters,"['it', 'is', 'an', 'adaptation', 'of', 'lewis', 'carroll', 'alices', 'adventure', 'in', 'wonderland', 'with', 'the', 'various', 'character']"
en,The EX module code stands for extension as the adventure is designed to be inserted,"['the', 'ex', 'module', 'code', 'stand', 'for', 'extension', 'the', 'adventure', 'is', 'designed', 'to', 'be', 'inserted']"
en,In Gygaxs own campaign an early version of Dungeonland was an extension of Castle Greyhawk,"['in', 'gygaxs', 'own', 'campaign', 'an', 'early', 'version', 'of', 'dungeonland', 'wa', 'an', 'extension', 'of', 'castle', 'greyhawk']"
en,In this module the player characters PCs are plummeted into what White Dwarf reviewer Jim,"['in', 'this', 'module', 'the', 'player', 'character', 'pc', 'are', 'plummeted', 'into', 'what', 'white', 'dwarf', 'reviewer', 'jim']"
en,Roger Johnson born April is an English footballer who plays as a central defender and,"['roger', 'johnson', 'born', 'april', 'is', 'an', 'english', 'footballer', 'who', 'play', 'central', 'defender', 'and']"
en,Johnson began his career with Wycombe Wanderers where he spent six years as a professional,"['johnson', 'began', 'his', 'career', 'with', 'wycombe', 'wanderer', 'where', 'he', 'spent', 'six', 'year', 'professional']"
en,He was part of the team that reached the FA Cup Final and was twice,"['he', 'wa', 'part', 'of', 'the', 'team', 'that', 'reached', 'the', 'fa', 'cup', 'final', 'and', 'wa', 'twice']"
en,He moved into the Premier League by signing for Birmingham City in for Â£ million,"['he', 'moved', 'into', 'the', 'premier', 'league', 'by', 'signing', 'for', 'birmingham', 'city', 'in', 'for', 'aPS', 'million']"
en,He departed Birmingham in after their relegation to join Midlands neighbours Wolverhampton Wanderers with whom,"['he', 'departed', 'birmingham', 'in', 'after', 'their', 'relegation', 'to', 'join', 'midland', 'neighbour', 'wolverhampton', 'wanderer', 'with', 'whom']"
en,After loan spells with Sheffield Wednesday and West Ham United Johnson left Wolves by mutual,"['after', 'loan', 'spell', 'with', 'sheffield', 'wednesday', 'and', 'west', 'ham', 'united', 'johnson', 'left', 'wolf', 'by', 'mutual']"
en,He played for Indian Super League club Pune City in before returning to Charlton in,"['he', 'played', 'for', 'indian', 'super', 'league', 'club', 'pune', 'city', 'in', 'before', 'returning', 'to', 'charlton', 'in']"
en,Released at the end of the season Johnson signed a shortterm contract with Bromley in,"['released', 'at', 'the', 'end', 'of', 'the', 'season', 'johnson', 'signed', 'shortterm', 'contract', 'with', 'bromley', 'in']"
en,Roddy Darragon born August in Le GrandBornand is a French crosscountry skier and noncommissioned officer,"['roddy', 'darragon', 'born', 'august', 'in', 'le', 'grandbornand', 'is', 'french', 'crosscountry', 'skier', 'and', 'noncommissioned', 'officer']"
en,Competing in three Winter Olympics he earned Frances first ever Winter Olympic crosscountry skiing medal,"['competing', 'in', 'three', 'winter', 'olympics', 'he', 'earned', 'france', 'first', 'ever', 'winter', 'olympic', 'crosscountry', 'skiing', 'medal']"
en,Darragons best finish at the FIS Nordic World Ski Championships was a th in the,"['darragons', 'best', 'finish', 'at', 'the', 'fis', 'nordic', 'world', 'ski', 'championship', 'wa', 'th', 'in', 'the']"
en,His best World Cup finish was fourth in a sprint event in the Czech Republic,"['his', 'best', 'world', 'cup', 'finish', 'wa', 'fourth', 'in', 'sprint', 'event', 'in', 'the', 'czech', 'republic']"
en,The building is now defunct from having been used as a centre for outdoor pursuits,"['the', 'building', 'is', 'now', 'defunct', 'from', 'having', 'been', 'used', 'centre', 'for', 'outdoor', 'pursuit']"
en,The building is at the northern end of Swanage at the top of Northbrook Road,"['the', 'building', 'is', 'at', 'the', 'northern', 'end', 'of', 'swanage', 'at', 'the', 'top', 'of', 'northbrook', 'road']"
en,It won both the Norwegian MGP jr contest in September and went on to win,"['it', 'won', 'both', 'the', 'norwegian', 'mgp', 'jr', 'contest', 'in', 'september', 'and', 'went', 'on', 'to', 'win']"
en,The track won The BlackSheeps a Spellemann award Norwegian Grammy in the category Ãrets lÃ¥t,"['the', 'track', 'won', 'the', 'blacksheeps', 'spellemann', 'award', 'norwegian', 'grammy', 'in', 'the', 'category', 'rets', 'laY=t']"
en,Cat Island also has the nations highest point Mount Alvernia also known as Como Hill,"['cat', 'island', 'also', 'ha', 'the', 'nation', 'highest', 'point', 'mount', 'alvernia', 'also', 'known', 'como', 'hill']"
en,Jasjit Singh Gill born December better known as Jimmy Sheirgill is an Indian actor and,"['jasjit', 'singh', 'gill', 'born', 'december', 'better', 'known', 'jimmy', 'sheirgill', 'is', 'an', 'indian', 'actor', 'and']"
en,His breakthrough came with the blockbuster musical romance Mohabbatein which became the highestgrossing Bollywood film,"['his', 'breakthrough', 'came', 'with', 'the', 'blockbuster', 'musical', 'romance', 'mohabbatein', 'which', 'became', 'the', 'highestgrossing', 'bollywood', 'film']"
en,S Hum Tum A Wednesday Tanu Weds Manu Special Happy Bhag Jayegi and De De,"['hum', 'tum', 'wednesday', 'tanu', 'wed', 'manu', 'special', 'happy', 'bhag', 'jayegi', 'and', 'de', 'de']"
en,His highestgrossing releases came with the comedydrama Lage Raho Munna Bhai the drama film My,"['his', 'highestgrossing', 'release', 'came', 'with', 'the', 'comedydrama', 'lage', 'raho', 'munna', 'bhai', 'the', 'drama', 'film', 'my']"
en,His notable work in Punjabi cinema include Mel Karade Rabba Dharti Aa Gaye Munde U,"['his', 'notable', 'work', 'in', 'punjabi', 'cinema', 'include', 'mel', 'karade', 'rabba', 'dharti', 'aa', 'gaye', 'munde']"
en,Dorygnathus spear jaw was a genus of pterosaur that lived in Europe during the Early,"['dorygnathus', 'spear', 'jaw', 'wa', 'genus', 'of', 'pterosaur', 'that', 'lived', 'in', 'europe', 'during', 'the', 'early']"
en,feet wingspan and a relatively small triangular sternum which is where its flight muscles attached,"['foot', 'wingspan', 'and', 'relatively', 'small', 'triangular', 'sternum', 'which', 'is', 'where', 'it', 'flight', 'muscle', 'attached']"
en,Large curved fangs that intermeshed when the jaws closed featured prominently at the front of,"['large', 'curved', 'fang', 'that', 'intermeshed', 'when', 'the', 'jaw', 'closed', 'featured', 'prominently', 'at', 'the', 'front', 'of']"
en,Having variable teeth a condition called heterodonty is rare in modern reptiles but more common,"['having', 'variable', 'teeth', 'condition', 'called', 'heterodonty', 'is', 'rare', 'in', 'modern', 'reptile', 'but', 'more', 'common']"
en,The fifth digit on the hindlimbs of Dorygnathus was unusually long and oriented to the,"['the', 'fifth', 'digit', 'on', 'the', 'hindlimb', 'of', 'dorygnathus', 'wa', 'unusually', 'long', 'and', 'oriented', 'to', 'the']"
en,Its function is not certain but the toe may have supported a membrane like those,"['it', 'function', 'is', 'not', 'certain', 'but', 'the', 'toe', 'may', 'have', 'supported', 'membrane', 'like', 'those']"
en,Dorygnathus was according to David Unwin related to the Late Jurassic pterosaur Rhamphorhynchus and was,"['dorygnathus', 'wa', 'according', 'to', 'david', 'unwin', 'related', 'to', 'the', 'late', 'jurassic', 'pterosaur', 'rhamphorhynchus', 'and', 'wa']"
en,Revaz Tevdoradze Georgian á áááá áááááá áá«á born February is a Georgian professional football player currently playing,"['revaz', 'tevdoradze', 'georgian', 'aaaa', 'aaaaaa', 'aa<<a', 'born', 'february', 'is', 'georgian', 'professional', 'football', 'player', 'currently', 'playing']"
en,Owned by Dr Kamal Ahuja and founded in the centre has a reputation for helping,"['owned', 'by', 'dr', 'kamal', 'ahuja', 'and', 'founded', 'in', 'the', 'centre', 'ha', 'reputation', 'for', 'helping']"
en,The clinic is closely associated with the London Sperm Bank and the London Egg Bank,"['the', 'clinic', 'is', 'closely', 'associated', 'with', 'the', 'london', 'sperm', 'bank', 'and', 'the', 'london', 'egg', 'bank']"
en,Yingdong District simplified Chinese é¢ä¸åº traditional Chinese æ½æ±å pinyin YÇngdÅng QÅ« is a district of,"['yingdong', 'district', 'simplified', 'chinese', 'eC/a,ao', 'traditional', 'chinese', 'ae', 'ae+-a', 'pinyin', 'ycngdang', 'qa<<', 'is', 'district', 'of']"
en,Louis Missouri is a fitness journalist and author or coauthor of several books on mens,"['louis', 'missouri', 'is', 'fitness', 'journalist', 'and', 'author', 'or', 'coauthor', 'of', 'several', 'book', 'on', 'men']"
en,Hes the former fitness editor of Mens Fitness magazine the former fitness director of Menâs,"['he', 'the', 'former', 'fitness', 'editor', 'of', 'men', 'fitness', 'magazine', 'the', 'former', 'fitness', 'director', 'of', 'menas']"
en,Schuler participated in JP Fitness Summit and Staley Training Systems Annual Training Summit on both,"['schuler', 'participated', 'in', 'jp', 'fitness', 'summit', 'and', 'staley', 'training', 'system', 'annual', 'training', 'summit', 'on', 'both']"
en,Kyle Alandy Amor also known as Kyle Amor is an American visual artist commercial model,"['kyle', 'alandy', 'amor', 'also', 'known', 'kyle', 'amor', 'is', 'an', 'american', 'visual', 'artist', 'commercial', 'model']"
en,He first appeared on DOL a musical teleserye on ABSCBN as one of the band,"['he', 'first', 'appeared', 'on', 'dol', 'musical', 'teleserye', 'on', 'abscbn', 'one', 'of', 'the', 'band']"
en,He was also cast as one of the talents on the teen musical variety show,"['he', 'wa', 'also', 'cast', 'one', 'of', 'the', 'talent', 'on', 'the', 'teen', 'musical', 'variety', 'show']"
en,Perdepoort Pass Or just Perdepoort is situated in the Eastern Cape province on the National,"['perdepoort', 'pas', 'or', 'just', 'perdepoort', 'is', 'situated', 'in', 'the', 'eastern', 'cape', 'province', 'on', 'the', 'national']"
en,The City Square was a public plaza located in the Central Business District CBD of,"['the', 'city', 'square', 'wa', 'public', 'plaza', 'located', 'in', 'the', 'central', 'business', 'district', 'cbd', 'of']"
en,The site is currently bounded by Swanston Street Collins Street Flinders Lane and the Westin,"['the', 'site', 'is', 'currently', 'bounded', 'by', 'swanston', 'street', 'collins', 'street', 'flinders', 'lane', 'and', 'the', 'westin']"
en,The historic landmarks of Melbourne Town Hall and St Paulâs Cathedral are across the streets,"['the', 'historic', 'landmark', 'of', 'melbourne', 'town', 'hall', 'and', 'st', 'paulas', 'cathedral', 'are', 'across', 'the', 'street']"
en,The square has been redeveloped several times and associated with a number of controversies over,"['the', 'square', 'ha', 'been', 'redeveloped', 'several', 'time', 'and', 'associated', 'with', 'number', 'of', 'controversy', 'over']"
en,The square closed on April in preparation for the construction of CBD South station and,"['the', 'square', 'closed', 'on', 'april', 'in', 'preparation', 'for', 'the', 'construction', 'of', 'cbd', 'south', 'station', 'and']"
en,Mohammadabade Pain Persian ÙØ­ÙØ¯Ø§Ø¨Ø§Ø¯Ù¾Ø§Ø¦ÙÙâ also Romanized as Moá¸©ammadÄbÄde PÄâÄ«n also known as Moá¸©ammadÄbÄd is a,"['mohammadabade', 'pain', 'persian', 'ou', 'o-oSSo""oSSo-u', 'oSSo|uua', 'also', 'romanized', 'moa,(c)ammadabade', 'paaa<<n', 'also', 'known', 'moa,(c)ammadabad', 'is']"
en,The Tour de France was the th edition of the Tour de France taking place,"['the', 'tour', 'de', 'france', 'wa', 'the', 'th', 'edition', 'of', 'the', 'tour', 'de', 'france', 'taking', 'place']"
en,The race was won by Spanish cyclist Federico Bahamontes who also won the mountains classification,"['the', 'race', 'wa', 'won', 'by', 'spanish', 'cyclist', 'federico', 'bahamontes', 'who', 'also', 'won', 'the', 'mountain', 'classification']"
en,Although the French national team had the favourites the race was contested between Anglade in,"['although', 'the', 'french', 'national', 'team', 'had', 'the', 'favourite', 'the', 'race', 'wa', 'contested', 'between', 'anglade', 'in']"
en,Wakefield began his pitching career with the Pittsburgh Pirates but is most remembered for his,"['wakefield', 'began', 'his', 'pitching', 'career', 'with', 'the', 'pittsburgh', 'pirate', 'but', 'is', 'most', 'remembered', 'for', 'his']"
en,Known for his signature knuckleball Wakefield won his th career game on September against the,"['known', 'for', 'his', 'signature', 'knuckleball', 'wakefield', 'won', 'his', 'th', 'career', 'game', 'on', 'september', 'against', 'the']"
en,He is second in alltime wins at Fenway Park with behind Roger Clemenss and is,"['he', 'is', 'second', 'in', 'alltime', 'win', 'at', 'fenway', 'park', 'with', 'behind', 'roger', 'clemens', 'and', 'is']"
en,The North Pole also known as the Geographic North Pole or Terrestrial North Pole is,"['the', 'north', 'pole', 'also', 'known', 'the', 'geographic', 'north', 'pole', 'or', 'terrestrial', 'north', 'pole', 'is']"
en,The North Pole is the northernmost point on the Earth lying diametrically opposite the South,"['the', 'north', 'pole', 'is', 'the', 'northernmost', 'point', 'on', 'the', 'earth', 'lying', 'diametrically', 'opposite', 'the', 'south']"
en,At the North Pole all directions point south all lines of longitude converge there so,"['at', 'the', 'north', 'pole', 'all', 'direction', 'point', 'south', 'all', 'line', 'of', 'longitude', 'converge', 'there', 'so']"
en,The nearest land is usually said to be Kaffeklubben Island off the northern coast of,"['the', 'nearest', 'land', 'is', 'usually', 'said', 'to', 'be', 'kaffeklubben', 'island', 'off', 'the', 'northern', 'coast', 'of']"
en,The nearest permanently inhabited place is Alert in the Qikiqtaaluk Region Nunavut Canada which is,"['the', 'nearest', 'permanently', 'inhabited', 'place', 'is', 'alert', 'in', 'the', 'qikiqtaaluk', 'region', 'nunavut', 'canada', 'which', 'is']"
en,While the South Pole lies on a continental land mass the North Pole is located,"['while', 'the', 'south', 'pole', 'lie', 'on', 'continental', 'land', 'mass', 'the', 'north', 'pole', 'is', 'located']"
en,The sea depth at the North Pole has been measured at m ft by the,"['the', 'sea', 'depth', 'at', 'the', 'north', 'pole', 'ha', 'been', 'measured', 'at', 'ft', 'by', 'the']"
en,This makes it impractical to construct a permanent station at the North Pole unlike the,"['this', 'make', 'it', 'impractical', 'to', 'construct', 'permanent', 'station', 'at', 'the', 'north', 'pole', 'unlike', 'the']"
en,However the Soviet Union and later Russia constructed a number of manned drifting stations on,"['however', 'the', 'soviet', 'union', 'and', 'later', 'russia', 'constructed', 'number', 'of', 'manned', 'drifting', 'station', 'on']"
en,Studies in the s predicted that the North Pole may become seasonally icefree because of,"['study', 'in', 'the', 'predicted', 'that', 'the', 'north', 'pole', 'may', 'become', 'seasonally', 'icefree', 'because', 'of']"
en,Attempts to reach the North Pole began in the late th century with the record,"['attempt', 'to', 'reach', 'the', 'north', 'pole', 'began', 'in', 'the', 'late', 'th', 'century', 'with', 'the', 'record']"
en,The first undisputed expedition to reach the North Pole was that of the airship Norge,"['the', 'first', 'undisputed', 'expedition', 'to', 'reach', 'the', 'north', 'pole', 'wa', 'that', 'of', 'the', 'airship', 'norge']"
en,Three prior expeditions â led by Frederick Cook land Robert Peary land and Richard E,"['three', 'prior', 'expedition', 'led', 'by', 'frederick', 'cook', 'land', 'robert', 'peary', 'land', 'and', 'richard']"
en,However in each case later analysis of expedition data has cast doubt upon the accuracy,"['however', 'in', 'each', 'case', 'later', 'analysis', 'of', 'expedition', 'data', 'ha', 'cast', 'doubt', 'upon', 'the', 'accuracy']"
en,Wilson is Professor Emeritus and Senior Scholar Humanities and Religious Studies York University Toronto where,"['wilson', 'is', 'professor', 'emeritus', 'and', 'senior', 'scholar', 'humanity', 'and', 'religious', 'study', 'york', 'university', 'toronto', 'where']"
en,It formed during the late Miocene when a progressive shallowing of the subducting Nazca Plate,"['it', 'formed', 'during', 'the', 'late', 'miocene', 'when', 'progressive', 'shallowing', 'of', 'the', 'subducting', 'nazca', 'plate']"
en,Seismic activity in the area may indicate the presence of a residual magma chamber however,"['seismic', 'activity', 'in', 'the', 'area', 'may', 'indicate', 'the', 'presence', 'of', 'residual', 'magma', 'chamber', 'however']"
en,Leptaxis wollastoni is an endangered species of airbreathing land snail a terrestrial pulmonate gastropod mollusk,"['leptaxis', 'wollastoni', 'is', 'an', 'endangered', 'specie', 'of', 'airbreathing', 'land', 'snail', 'terrestrial', 'pulmonate', 'gastropod', 'mollusk']"
en,Allyssa Lacey Lane born May is a FilipinoAmerican professional wrestler currently signed to WWE under,"['allyssa', 'lacey', 'lane', 'born', 'may', 'is', 'filipinoamerican', 'professional', 'wrestler', 'currently', 'signed', 'to', 'wwe', 'under']"
en,It is one of the major redlight districts in Japan along with KabukichÅ Tokyo and,"['it', 'is', 'one', 'of', 'the', 'major', 'redlight', 'district', 'in', 'japan', 'along', 'with', 'kabukicha', 'tokyo', 'and']"
en,Susukino is often noted as èé in kanji and ã¹ã¹ã­ã in katakana and directly translated,"['susukino', 'is', 'often', 'noted', 'ee', 'in', 'kanji', 'and', 'a1a1aa', 'in', 'katakana', 'and', 'directly', 'translated']"
en,There are no longer any fluent speakers of Jukun but some people may remember it,"['there', 'are', 'no', 'longer', 'any', 'fluent', 'speaker', 'of', 'jukun', 'but', 'some', 'people', 'may', 'remember', 'it']"
en,Mary Nelson Archambaud born Mary Alice Nelson Penobscot pronunciation Molly Dellis November â February best,"['mary', 'nelson', 'archambaud', 'born', 'mary', 'alice', 'nelson', 'penobscot', 'pronunciation', 'molly', 'dellis', 'november', 'february', 'best']"
en,He was the penultimate minister of the Government Information Office from to a post he,"['he', 'wa', 'the', 'penultimate', 'minister', 'of', 'the', 'government', 'information', 'office', 'from', 'to', 'post', 'he']"
en,Knockmore from Irish Cnoc MÃ³r meaning big hill is an upland area and townland situated,"['knockmore', 'from', 'irish', 'cnoc', 'ma3r', 'meaning', 'big', 'hill', 'is', 'an', 'upland', 'area', 'and', 'townland', 'situated']"
en,This area together with the adjacent Barrs of Boho and most of the uplands in,"['this', 'area', 'together', 'with', 'the', 'adjacent', 'barrs', 'of', 'boho', 'and', 'most', 'of', 'the', 'upland', 'in']"
en,This area is notable for its flora and geology which is protected under an areas,"['this', 'area', 'is', 'notable', 'for', 'it', 'flora', 'and', 'geology', 'which', 'is', 'protected', 'under', 'an', 'area']"
en,There are also a number of sites of archaeological significance which have been recorded since,"['there', 'are', 'also', 'number', 'of', 'site', 'of', 'archaeological', 'significance', 'which', 'have', 'been', 'recorded', 'since']"
en,The Ecclesiastical Courts Jurisdiction Act Vict c is an Act of the Parliament of the,"['the', 'ecclesiastical', 'court', 'jurisdiction', 'act', 'vict', 'is', 'an', 'act', 'of', 'the', 'parliament', 'of', 'the']"
en,Launched in September FanHouse was considered the Internets most linked sports blog by aggregator BallHype,"['launched', 'in', 'september', 'fanhouse', 'wa', 'considered', 'the', 'internet', 'most', 'linked', 'sport', 'blog', 'by', 'aggregator', 'ballhype']"
en,In January FanHouse began hiring experienced print journalists including Jay Mariotti of the Chicago SunTimes,"['in', 'january', 'fanhouse', 'began', 'hiring', 'experienced', 'print', 'journalist', 'including', 'jay', 'mariotti', 'of', 'the', 'chicago', 'suntimes']"
en,FanHouse has continued to bolster its roster hiring writers away from the Orlando Sentinel Atlanta,"['fanhouse', 'ha', 'continued', 'to', 'bolster', 'it', 'roster', 'hiring', 'writer', 'away', 'from', 'the', 'orlando', 'sentinel', 'atlanta']"
en,FanHouse kept its stable of traditional bloggers as well including widely published Michael David Smith,"['fanhouse', 'kept', 'it', 'stable', 'of', 'traditional', 'blogger', 'well', 'including', 'widely', 'published', 'michael', 'david', 'smith']"
en,Upon its launch it became the first sports blog to pay many sports bloggers a,"['upon', 'it', 'launch', 'it', 'became', 'the', 'first', 'sport', 'blog', 'to', 'pay', 'many', 'sport', 'blogger']"
en,Previous executive producers have moved on to leadership positions at Yahoo Jamie Mottram Yardbarker Alana,"['previous', 'executive', 'producer', 'have', 'moved', 'on', 'to', 'leadership', 'position', 'at', 'yahoo', 'jamie', 'mottram', 'yardbarker', 'alana']"
en,In January Sporting News announced a partnership with AOL to take over editorial control of,"['in', 'january', 'sporting', 'news', 'announced', 'partnership', 'with', 'aol', 'to', 'take', 'over', 'editorial', 'control', 'of']"
en,Roobarb commonly known as Roobarb and Custard is a British animated childrens television programme created,"['roobarb', 'commonly', 'known', 'roobarb', 'and', 'custard', 'is', 'british', 'animated', 'childrens', 'television', 'programme', 'created']"
en,Each cartoon written by Calveley and directed by Bob Godfrey was about five minutes long,"['each', 'cartoon', 'written', 'by', 'calveley', 'and', 'directed', 'by', 'bob', 'godfrey', 'wa', 'about', 'five', 'minute', 'long']"
en,However the first showing was an earlier short pilot at the end of an episode,"['however', 'the', 'first', 'showing', 'wa', 'an', 'earlier', 'short', 'pilot', 'at', 'the', 'end', 'of', 'an', 'episode']"
en,The theme is that of the friendly rivalry between Roobarb a green dog with an,"['the', 'theme', 'is', 'that', 'of', 'the', 'friendly', 'rivalry', 'between', 'roobarb', 'green', 'dog', 'with', 'an']"
en,The BYU Cougars womens soccer team represented BYU during the NCAA Division I womens soccer,"['the', 'byu', 'cougar', 'woman', 'soccer', 'team', 'represented', 'byu', 'during', 'the', 'ncaa', 'division', 'woman', 'soccer']"
en,The Cougars were coached for a st consecutive season by Jennifer Rockwood who was cocoach,"['the', 'cougar', 'were', 'coached', 'for', 'st', 'consecutive', 'season', 'by', 'jennifer', 'rockwood', 'who', 'wa', 'cocoach']"
en,Before BYU womens soccer competed as a club team and not as a member of,"['before', 'byu', 'woman', 'soccer', 'competed', 'club', 'team', 'and', 'not', 'member', 'of']"
en,The Cougars enter the season having won three consecutive West Coast Conference championships and having,"['the', 'cougar', 'enter', 'the', 'season', 'having', 'won', 'three', 'consecutive', 'west', 'coast', 'conference', 'championship', 'and', 'having']"
en,The Cougars also come in having been picked to win the WCC womens soccer crown,"['the', 'cougar', 'also', 'come', 'in', 'having', 'been', 'picked', 'to', 'win', 'the', 'wcc', 'woman', 'soccer', 'crown']"
en,On the last day of the season BYU won their fourth consecutive WCC soccer title,"['on', 'the', 'last', 'day', 'of', 'the', 'season', 'byu', 'won', 'their', 'fourth', 'consecutive', 'wcc', 'soccer', 'title']"
en,BYU advanced to the second round of the College Cup where they were defeated by,"['byu', 'advanced', 'to', 'the', 'second', 'round', 'of', 'the', 'college', 'cup', 'where', 'they', 'were', 'defeated', 'by']"
en,Stone flaming or thermaling is the application of high temperature to the surface of stone,"['stone', 'flaming', 'or', 'thermaling', 'is', 'the', 'application', 'of', 'high', 'temperature', 'to', 'the', 'surface', 'of', 'stone']"
en,The sudden application of a torch to the surface of stone causes the surface layer,"['the', 'sudden', 'application', 'of', 'torch', 'to', 'the', 'surface', 'of', 'stone', 'cause', 'the', 'surface', 'layer']"
